Gene	P-value
HLTF	0.061436395370453666
RNF13	0.04730752991327008
NPM1P29	0.06867933827542494
HNRNPA1P24	0.044151313091145526
RP11-167H9.4	0.041258255585053964
CLRN1-AS1	0.06195195014583662
MINDY4B	0.01659127368874231
RP11-166N6.2	0.008894933852675518
CLRN1	0.07118581554765915
MED12L	0.042267711057896375
P2RY13	0.08750071314681361
P2RY12	0.060150413956383986
MBNL1-AS1	0.030888357567270524
PLCH1	0.01581612171818472
RP11-118D22.3	0.06676550808046955
RP11-550I24.2	0.05947587543956068
SHOX2	0.01805067655939263
RP11-538P18.1	0.035173271784829145
LXN	0.030661578610917443
MFSD1	0.09953582241752269
GPR79	0.0966028458050176
RP11-170K4.2	0.0961078382542077
IQCJ-SCHIP1	0.03241391638866254
SCARNA7	0.018847732064912283
RPL23AP42	0.09921701769002146
SAMD7	0.01469949099899525
RP11-379K17.4	0.06894365899314299
FNDC3B	0.07467232151611826
GHSR	0.09079358400431353
TNFSF10	0.04789858081602415
SLC31A1P1	0.07570567593849736
RNU4-4P	0.012120475454817566
LINC00501	0.032513915824943056
PIK3CA	0.009630144338263298
CCDC39	0.04189088528566759
RP11-225N10.1	0.03654861388679334
ATP11B	0.035329966893834816
RP11-531F16.4	0.08935921993145081
KLHL6	0.010155498156322775
ABCC5	0.0005975516823956481
RP11-778D9.4	0.07919505377258139
DVL3	0.0636626917743619
AP2M1	0.06615258372849192
ABCF3	0.012035904771782084
VPS8	0.0037005724505089453
SENP2	0.007182365003838777
NMRAL2P	0.02381321096646603
BCL6	0.006279846425706891
RP11-211G3.2	0.004403019928451096
RP11-30O15.1	0.04300971444834367
RP11-430L16.1	0.059549587792475295
TPRG1-AS2	0.0326425063659209
IL1RAP	0.07987086707652027
HRASLS	0.026668970432541978
ACAP2	0.06886970506952146
PPP1R2	0.0826858961697148
ZDHHC19	0.024648271476440962
SLC51A	0.046724482947667643
UBXN7	0.09364219353452949
CEP19	0.02703259449849207
RUBCN	0.007695718596075565
ZNF595	0.0017942519280490755
ZNF721	0.06983404873809011
PDE6B	0.07311715607128177
MYL5	0.09407619786621754
PCGF3	0.05012626900830891
RP11-1191J2.4	0.06544008321128247
RP11-440L14.4	0.039262390857152565
CPLX1	0.07002751830372576
IDUA	0.05967677982300389
FGFRL1	0.04703314453468556
RNF212	0.01587053791432092
SPON2	0.01237066271225368
RP11-20I20.4	0.01031797116488325
LETM1	0.047885835011774264
NELFA	0.025740508844037047
MXD4	6.225782138029112e-07
MFSD10	0.06133756659891048
NOP14-AS1	0.07415576194852733
HTT	0.008052412412651512
RP11-265O12.1	0.09097730070353727
STX18	0.012300432912234654
CYTL1	0.043099189426765834
STK32B	0.00030217854097447865
EVC2	0.00024113348488456228
EVC	0.005785307821884743
CRMP1	0.006816117469202731
MRFAP1L1	0.07747005843548294
KIAA0232	0.06886970506952146
TBC1D14	0.015602721674453054
SH3TC1	0.012120475454817566
RP11-448G15.3	0.09933490262194483
BOD1L1	0.007695718596075565
FBXL5	0.08579406601091946
RP11-442P12.2	0.011516636207693401
FGFBP2	0.05012457438802934
PGM2	0.06284173548516886
RP11-177C12.5	0.08124049435665134
RP11-177C12.1	0.03414015361623573
LINC01259	0.07797738455763019
TLR10	0.004433700554704027
TLR1	0.024273416678527625
TLR6	0.02103398723599596
UGDH	0.07682874738946865
SMIM14	0.06252837642319387
RBM47	0.01587053791432092
RP11-588L15.2	0.041881985092195026
NSUN7	0.010456616921378078
ARL4AP2	0.02459558353176316
APBB2	0.05018003104079842
TMEM33	0.05370127996866897
DCAF4L1	0.04789858081602415
RP11-814H16.2	0.04639194888531442
RP11-109E24.1	0.008203960010596383
RP11-317G22.2	0.06415836195606092
RPL21P44	0.06757948420633206
RP11-571I18.4	0.014858347391479634
CHIC2	0.05828141852733379
LRRC34P2	0.09348300588794485
TMEM165	0.06619010118531188
EXOC1	0.013052369630477232
RNU6-652P	0.0961078382542077
CEP135	0.02865904089315986
PPAT	0.09946677802542542
REST	0.0511247064946657
RP11-704M14.1	0.00229361679127036
RP11-618I10.1	0.08303642083382695
SULT1B1	0.02948931300545612
ADAMTS3	0.03574595441935226
CXCL5	0.08579406601091946
THAP6	0.02423385230089409
NAAA	0.01569756316917748
CCNG2	0.030217081174373935
CTB-179I1.1	0.03335128581728785
ANXA3	0.006610978920073592
LINC01094	0.010006032919218973
ANTXR2	0.023570195134116012
BIN2P1	0.09309472868452055
HNRNPD	0.07672027709930065
SEC31A	0.06571627376705745
WDFY3	0.003631527001202884
WDFY3-AS2	0.04298469876769332
ARHGAP24	0.040270389033254805
AFF1	0.017293944987719953
KLHL8	0.018354097887152
HSD17B13	0.03982701892459603
HERC3	0.0392749915666311
FAM13A-AS1	0.0850550175754013
FAM13A	0.010180412570066324
RP11-115D19.2	0.06684948984543886
HPGDS	0.02885210690078023
DAPP1	0.00665272566465183
LAMTOR3	0.040817653992840396
DNAJB14	0.046957579295549175
LINC01218	0.09802567868245597
PPP3CA	0.09403889001335279
MANBA	0.026304391483365268
LRRC37A15P	0.05211803577714223
KRT8P46	0.07192563408095312
RP11-556I14.1	0.077972233377973
AC004069.2	0.008065094031022279
TET2	0.021767225953018002
INTS12	0.07759099266074201
CYP2U1	0.04189088528566759
PLA2G12A	0.05489587429160445
EGF	0.025978051957804144
C4orf32	0.014813041582973604
TIFA	0.05166797543930867
ALPK1	0.0008866562487977996
RTEL1P1	0.004856398383328541
RP11-402J6.3	0.050850048187925295
LARP7	0.04439987302571943
NDST3	0.011660964614676129
USP53	0.0488215620464068
C4orf3	0.05082882308505383
RP11-548H18.2	0.024460034087459455
GTF2IP12	0.028447764173388047
RP11-33B1.1	0.014443203745724716
PDE5A	0.012503807124821055
PRDM5	0.0003025104081741986
NDNF	0.0488215620464068
KIAA1109	0.07617096176768144
LINC01091	0.025502699443312807
JADRR	0.03263466009067525
JADE1	0.0204824215623024
SCLT1	0.07389970682388138
SLC7A11	0.001473791659195117
RP11-98O2.1	0.05686654817997071
ELF2	0.004419313889774908
RP11-83A24.2	0.009951437217461332
RP11-83A24.1	0.09458938626231504
RAB33B	0.0030222518248418638
ELMOD2	0.06776675715386192
GAB1	0.022343338794548747
AK4P6	0.015768141398756038
FAM160A1	0.06649023268623733
RP11-164P12.5	0.018417110925911792
DKFZP434I0714	0.07730505948209164
KIAA0922	0.021662482611598515
TLR2	0.022122812765904266
RNF175	0.04323775503315858
RP11-153M7.5	0.020698193061980997
RP11-158C21.2	0.08914475281158868
C4orf46	0.09496652796284852
PPID	0.024087748079284148
TMEM192	0.038018768943733246
KLHL2	0.0025866344122632136
GK3P	0.055229020959863574
DDX60L	0.007683913211302113
GALNT7	0.006279846425706891
RP11-798M19.3	0.0635077789548904
HMGB2	0.039207284396959044
RP11-489G11.3	0.09236258581760623
FBXO8	0.06469799245917567
CEP44	0.020328327826812487
HPGD	0.002453271241272907
RP11-440I14.2	0.027074554516168976
RP11-440I14.3	0.003290748738699952
VEGFC	0.021282310329667275
DCTD	0.058607233104264
RP11-290F5.2	0.08033364771323485
IRF2	0.015879024252914875
CASP3	0.023751213248328722
ACSL1	0.01179354276767812
MIR3945HG	0.012202203548006847
LINC01093	0.009125297255617077
SDHA	0.022343338794548747
SPCS2P3	0.07406517480781623
BRD9	0.011454075317128049
SLC12A7	0.045499652775566196
NDUFS6	0.06784064106548003
IRX4	0.05401621517229351
FAM173B	0.07865469285220808
ROPN1L	0.029441347786171537
LINC01513	0.06396666579548924
RPL30P7	0.02103398723599596
LINC02212	0.06544008321128247
LINC02213	0.04611326696383055
RP11-54F2.9	0.005752430429124337
DAP	0.009384510366291177
CTD-2165H16.3	0.02248984499525719
FAM134B	0.06185320829845218
MYO10	0.08602310151823178
RNA5SP179	0.09656979347610702
AC091878.1	0.024036830489846155
LINC02217	0.0059919044770292
RP11-432M8.15	0.04959551689935061
GOLPH3	0.05784224820311725
AMACR	0.052249616050083485
SLC1A3	0.003935426738433123
CTD-2353F22.2	3.5194206129235644e-05
NIPBL	0.040270389033254805
RPS4XP6	0.044151313091145526
FYB	0.007494143619708625
PRKAA1	0.03622090439342538
CARD6	0.0516450571425747
CCDC152	0.08869666448499205
CTD-2035E11.5	0.09369827723168234
RP11-447H19.3	0.0749395340062235
PARP8	0.04779984015345306
IL6ST	0.008569975423706331
C5orf67	0.03403673141733945
AC022431.3	0.09819519889091152
MAP3K1	0.030888357567270524
GPBP1	0.08184269757904192
RP11-266N13.2	0.037204107983224995
IPO11	0.0015889104958674769
LRRC70	0.00900124282955337
TRIM23	0.02322344085254837
ERBIN	0.04591358702193754
MAST4	0.08599444913400797
CDK7	0.08979002243796881
MARVELD2	0.010617286322058992
GTF2H2C	0.007246198405215367
RP11-848G14.2	0.019188446991409088
RP11-848G14.5	0.09419643314769112
RP11-98J23.1	0.04725671133890917
RP11-1319K7.1	0.007598957746247293
GTF2H2B	0.05110820556563676
NAIP	0.012383904195881715
GTF2H2	0.06672006190170168
RP11-1280N14.3	0.07037070927320493
TNPO1	0.007494143619708625
FCHO2	0.004501736044175851
TMEM171	0.04550567518768365
BTF3	0.0762633720365965
ANKRA2	0.05801519506577914
ENC1	0.01038764952205681
GFM2	0.03467892466784011
HMGCR	0.03609586429599916
COL4A3BP	0.01641058438190267
IQGAP2	0.032513915824943056
F2RL1	0.006187500345589052
AGGF1	0.03945641887467388
MTX3	0.07473641184777428
ZFYVE16	0.008825394215997378
CTD-2015H6.3	0.03833074618967591
RP11-343L5.2	0.03609586429599916
XRCC4	0.023128826308391397
CTD-2299E8.1	0.052960560378073826
RASA1	0.07415576194852733
CTD-2232E5.2	0.06960591433820773
LYSMD3	0.030888357567270524
FAM172A	0.030970009022180715
RP11-549J18.1	0.021373534255783685
KIAA0825	0.004904463740131806
CTC-303L1.1	0.007910286760374958
SLF1	0.0016353345613722562
MCTP1	0.003150999190966044
AC008592.8	0.01634894370534852
CTD-2007H13.1	0.017402035482698804
FAM174A	0.025844905519539278
ST8SIA4	0.0011637676534925726
SLCO4C1	0.0014647936685202518
RN7SKP68	0.08181702373227048
PAM	0.06817945058842406
C5orf30	0.04730752991327008
CTD-2154H6.1	0.08324995484935321
EFNA5	0.05858143855550636
PJA2	0.027911557801438187
HMGB3P16	0.09649810651217523
APC	0.018638862084204545
SRP19	0.04175853233365542
DCP2	0.020295841187776144
MCC	0.016533371538558495
TRIM36	0.08897765275728049
CTC-428G20.2	0.06776675715386192
PGGT1B	0.04044375359121523
AP3S1	0.08869666448499205
TNFAIP8	0.0327779245230913
CTB-36H16.2	0.04056148231684039
CEP120	0.09368113414461758
CSNK1G3	0.0571268512535901
HMGB1P29	0.0541418192969914
ZNF608	0.0001795148158925052
RP11-436H11.5	0.02145184606534274
LMNB1	0.007903100325852019
FNIP1	0.04233252288658377
P4HA2	0.004142488752687114
SLC22A4	0.01598890688925599
AC034220.3	0.04683033028245954
AC116366.5	0.09628846477265718
IL13	0.0742526432489236
IL4	0.0823093437641294
LEAP2	0.047857405912351415
VDAC1	0.020390411604140304
UBE2B	0.03610043479545035
RP11-215P8.2	0.051999278320708414
AC005355.1	0.051165968124466964
MTND4P12	0.06142693158734959
TGFBI	0.021998458221242956
HNRNPA0	0.06225350789929806
BRD8	0.05665155383695892
CDC25C	0.0671415357727951
KDM3B	0.034789312159075124
UBE2D2	0.09681446206444458
PFDN1	0.06773007519703435
SLC4A9	0.012898091213334736
APBB3	0.09512368072069241
HAUS1P1	0.09344857789654944
HARS	0.02512093609358903
CH17-140K24.1	0.0423535238491155
PCDHB11	0.07640097402998006
TAF7	0.08910513922778553
RELL2	0.007396541725265676
KIAA0141	0.006610978920073592
ARHGAP26	0.020023742495379734
JAKMIP2	0.02542949139219508
FBXO38	0.039262390857152565
SH3TC2	0.03845210952002525
CSF1R	0.012883499228260204
PDGFRB	0.02805467550309025
CD74	0.01009273504489624
RPS14	0.03875185733427756
SLC36A1	0.04659692888346653
MFAP3	0.01909186282673652
SAP30L-AS1	0.06187607890599526
SAP30L	0.09841696540691493
HAVCR2	0.01773997618630115
CTB-120L21.1	0.0964968835029916
RNF145	0.032201507003242424
UBLCP1	0.01659127368874231
IL12B	0.009384510366291177
FABP6	0.059023988338552165
MAT2B	0.05166797543930867
SPDL1	0.07919505377258139
LINC01187	0.0646469150251593
RP11-779O18.1	0.07342047491813077
RP11-779O18.2	0.028366841197002952
RP11-779O18.3	0.06829499801003956
CREBRF	0.0666202986972484
CPEB4	0.010262989116938964
RN7SKP148	0.024460034087459455
RP11-826N14.1	0.08055590500134975
HIGD2A	0.0024866210296593445
CDHR2	0.008332618231526277
TSPAN17	0.01402918658282702
MXD3	0.01860216714879775
RGS14	0.0772547365973177
DDX41	0.008347040957983408
TMED9	0.006505097965035479
B4GALT7	0.0007463630833963152
RP11-1252I4.2	0.0480462114008504
RP11-889L3.1	0.08708614264788682
CLK4	0.0037487981433881714
RN7SKP70	0.056601469874933974
ZNF354A	0.02119731417400174
ZNF354C	0.046916128466439215
ADAMTS2	0.02224808737121385
CTC-241N9.1	0.03243861105222153
TBC1D9B	0.007246198405215367
RP11-39H3.2	0.04714472345466094
BTNL8	0.055472169551018566
RPS29P12	0.009241707266777071
BTNL3	0.08979804550355286
RACK1	0.007669440733512282
TRIM52-AS1	0.028867629349973625
FOXC1	0.07084720141312195
GMDS	0.0056667513709935426
SERPINB1	0.03847862104178343
NQO2	0.035329966893834816
RP11-506K6.4	0.06886970506952146
RP3-406P24.5	0.012601895943197045
LYRM4	0.0017984078909496308
FARS2	0.09858713196180857
LY86-AS1	0.0644856725008738
RP1-80N2.3	0.007921013118603406
SLC35B3	0.04830180583639071
RP11-421M1.8	0.07747036197101799
RNA5SP203	0.09795969523626995
MAK	0.0030661285271965134
SYCP2L	0.07835229566916252
SIRT5	0.01740502414015754
RANBP9	0.0839755069942702
RP11-330A16.1	0.059496435372428304
JARID2	0.09512368072069241
RP1-13D10.5	0.004313234106265652
MYLIP	0.00828465792078953
MRPL42P2	0.06643507094160536
ATXN1	0.016408284738370277
FAM8A1	0.0012374303875004131
NUP153	0.03183734889605688
KIF13A	0.04297671873750132
KDM1B	0.08702632009907779
RP11-528A10.1	0.011190132697551949
RNF144B	0.0314114866960138
E2F3	0.012302813828439063
PRL	0.07171171271570144
KIAA0319	0.015077323357330266
KRT8P43	0.007494143619708625
TDP2	0.020015781328184056
ACOT13	0.030992163850454328
C6orf62	0.04739168752686045
FAM65B	0.003989059509519034
MTCO2P33	0.06396666579548924
PPIAP29	0.0459485956236694
ASS1P1	0.007476101696565478
U91328.22	0.0055652618326666875
LARP1P1	0.07070192834920858
BTN2A1	0.008238556515890028
BTN1A1	0.04967599838236025
HCG11	0.009896476050625193
ZNF391	0.06594146485584661
ZSCAN16	0.07008923028862922
ZSCAN9	0.05050531421366962
ZSCAN26	0.010158541128069328
ZKSCAN3	0.008266639064717732
HLA-F-AS1	0.010933382990219983
HCG9	0.06382746366253748
TRIM26	0.02520594824884519
GNL1	0.018493558329159335
ABCF1	0.043099189426765834
C6orf136	0.022420331893021873
TUBB	0.07495850179717277
LINC00243	0.02986207797337115
HCG21	0.01924288995627262
CCHCR1	0.09512368072069241
POU5F1	0.07951161347722896
PSORS1C3	0.09803433051884727
XXbac-BPG299F13.17	0.032513915824943056
HCG27	0.020982959388647613
XXbac-BPG299F13.14	0.060890962477849496
TNF	0.0486303181744822
BAG6	0.007364594400185427
CSNK2B	0.0026942118314624394
LY6G5B	0.008203960010596383
NELFE	0.019299372472393005
RNF5	0.001908307935944178
HLA-DRA	0.07284260872084845
HLA-DRB5	0.027505219948322696
HLA-DRB6	0.03224962878215493
HLA-DRB1	0.05637297538994718
HLA-DQB1	0.08869666448499205
PSMB8-AS1	0.02642484886564024
TAP1	0.08129230784025555
HLA-DMA	0.03281652156392283
HLA-DPA1	0.04333049390528936
HLA-DPB1	0.09119335281325507
RING1	0.0001058491946283775
VPS52	0.013373008923839037
WDR46	0.02245442149045323
PHF1	0.06786653790019787
CUTA	0.013687040303895302
BAK1	0.04053357707228414
HMGA1	0.07572167682945505
C6orf1	0.04194594856026753
PACSIN1	0.00046532385981216316
C6orf106	0.011881734485529165
ANKS1A	0.03625899659820225
PPARD	0.03631372507064971
MIR7111	0.0980588106660524
TULP1	0.09841696540691493
FKBP5	0.020328327826812487
RP3-340B19.5	0.027084769597560746
RP3-510O8.4	0.02965181752052236
SRPK1	0.004856398383328541
SLC26A8	0.013492571757021243
DPRXP2	0.06752671275328843
MAPK14	0.026359274358349928
MAPK13	0.05412425339361235
STK38	0.07125255763122403
CDKN1A	0.09828179391115473
C6orf89	0.015343660862981437
MTCH1	0.04870258402343502
DAAM2	0.02552349090569449
XXyac-YR38GF2.1	0.0028136917757003383
RP11-61I13.3	0.014053425824202324
LINC00951	0.039786117379833764
LRFN2	0.006483160756776665
ADCY10P1	0.0016556232392693796
FOXP4	0.0033160640181519613
TOMM6	0.06360701170680805
UBR2	0.007910286760374958
GLTSCR1L	0.07336098562583071
C6orf226	0.019508815667645164
PPP2R5D	0.008125715536188774
CUL7	0.053023326110652934
MRPL2	0.06762113252505135
CUL9	0.04268079993349968
ABCC10	0.01815076496511493
TJAP1	0.02965181752052236
C6orf223	0.045244497366217565
SLC29A1	0.045244497366217565
NFKBIE	0.020844492076184346
PLA2G7	0.02371167605511
MUT	0.02248984499525719
PAQR8	0.09970402525109022
ELOVL5	0.007414664002783095
KLHL31	0.09999870299068973
POM121L14P	0.08025398734040202
PHF3	0.09911926269709793
EYS	0.00885241669245022
RP11-59D5__B.2	0.03895343752475073
LMBRD1	0.07779257331594404
DDX43	1.8924135168231865e-07
MB21D1	0.07697377949771482
TMEM30A	0.07192563408095312
RP11-474L11.5	0.06566315625251291
RWDD2A	0.06215312423437116
PRSS35	0.06447281957415073
CYB5R4	0.08455951451998281
CEP162	0.033526999008986744
KRT18P64	0.09284933570897974
NT5E	0.07163224261915047
ORC3	0.06221786309551083
CNR1	0.08220444294869951
RN7SL336P	0.08828854034216892
PM20D2	0.041153528538649245
GABRR2	0.03036408973190396
TUBB3P1	0.09512368072069241
UBE2J1	0.013912003889134321
UFL1	0.06372042097455795
FBXL4	0.06544008321128247
COQ3	0.08180814907787023
PNISR	0.014511120947010837
PRDM13	0.019179611913481862
ATG5	0.0704843437385735
AIM1	0.03832280844948121
NR2E1	0.03040987763902005
RP3-429G5.5	0.06498032782699811
SUMO2P8	0.08602310151823178
ARMC2	0.0010398772587690034
SESN1	0.0021949862489648577
RP11-787I22.3	0.006380217586502694
SMPD2	0.06163748925778476
CDC40	0.059023988338552165
TRAF3IP2-AS1	0.0666202986972484
DSE	0.04830010100364319
RP1-93H18.1	0.06314499949383547
FAM26E	0.020089334067288665
SSXP10	0.07937618390231091
MAN1A1	0.055036176077329
NCOA7	0.0065622813810043415
HINT3	0.012503807124821055
RNF146	0.0034002772439317808
ECHDC1	0.07607744792963012
PTPRK	0.04639194888531442
ARG1	0.01469949099899525
MED23	0.06070391064056286
MOXD1	0.07041329515649836
STX7	0.013912003889134321
VNN3	0.07622740701359275
VNN2	0.016387685966729622
RP1-55C23.7	0.09298373318723421
RPS12	0.04830010100364319
TBPL1	0.05681382993963232
MTFR2	0.00859234705467659
MAP3K5	0.009811358885930037
IFNGR1	0.03538936188691116
RP11-95M15.2	0.05227084028854676
TXLNB	0.06408473452885369
RP11-137J7.3	0.03721372339801592
VTA1	0.039974046025039796
PLAGL1	0.04696286917990467
SF3B5	0.04425001679653023
RP3-466P17.3	0.09765719145940933
FBXO30	0.012120475454817566
ADGB	0.027460685837946745
STXBP5	0.008203960010596383
RP11-361F15.5	0.015371405871776038
YAP1P1	0.026893642927196388
RP1-111D6.4	0.03810222051000832
AKAP12	0.009189654725130473
ARMT1	0.05781783512035732
ESR1	0.07466065890870165
RGS17	0.0011282364583679464
RP11-475C16.1	0.07975291456567192
TIAM2	0.09280504133880021
RP11-477D19.2	0.0688389162050732
TMEM242	0.0666202986972484
DYNLT1	0.0215790068223303
EZR	0.0326425063659209
SOD2	0.0571268512535901
AGPAT4	0.09629543581697649
RP1-167A14.2	0.036747262604202816
FGFR1OP	0.0334574066063609
ABC7-481722F1.2	0.08548516917928205
AC093627.9	0.04044375359121523
AC093627.12	0.02322344085254837
RP11-1246C19.1	0.09710945847596432
INTS1	0.041831821094362294
PSMG3	0.03883859981960614
MAD1L1	0.005891167847674046
NUDT1	0.05018003104079842
EIF3B	0.09192692328442957
CHST12	0.04623194594176647
LFNG	0.06142693158734959
GNA12	0.06283954135398735
AP5Z1	0.033112432081917234
FSCN1	0.08986510900777306
C7orf26	0.04326689261774529
CCZ1B	0.09809967825583611
C1GALT1	0.04257181148439901
RP5-1007H16.1	0.08824513789105767
SNX13	0.01821107348634083
IGF2BP3	0.032513915824943056
CCDC126	0.005082558853590109
AC003090.1	0.023377404473864983
CTA-242H14.1	0.01131855238357339
CTD-2227E11.1	0.08854160701640401
NFE2L3	0.012799147554912111
CBX3	0.03665470707734442
SNX10	0.007315454292062872
SKAP2	0.07027688094561893
HOXA3	0.06543539643119699
HOXA9	0.00139859701365551
HOXA10	0.0884150711502753
CREB5	0.006642624485868406
TRIL	0.06876128115785772
GARS	0.07075067388589987
PPP1R17	0.08011344789178704
AVL9	0.0034002772439317808
KBTBD2	0.012421117911323538
FKBP9	0.005614988881902506
NT5C3A	0.012959038044306181
RPS29P14	0.02395504638109116
SEPT7	0.09168028580208977
AC006960.7	0.08593437483963094
AOAH-IT1	0.037151338559124766
GPR141	0.027122453489264255
AC018634.9	0.04855014944240226
NME8	0.019807189189059302
KRT8P20	0.027682398010744007
LINC00265	0.059794976438798546
AC004987.9	0.0562059256164095
BLVRA	0.08180814907787023
DDX56	0.011147844243893897
TMED4	0.020192361833601926
ZMIZ2	0.060890962477849496
RP4-647J21.1	0.016713418940346565
MYO1G	6.8079256430032e-05
SNHG15	0.03906497969029086
NACAD	0.04856548642677608
TBRG4	0.026679999114475467
HUS1	0.008203960010596383
GRB10	0.025943364747694788
RP4-718N17.2	0.07508350190713038
RP11-598O8.1	0.025805793301921114
SUMF2	0.027682398010744007
TRIM60P18	0.01594301449750268
ZNF680	0.06388486878310368
ZNF107	0.02002042264556478
ZNF138	0.08631571467430339
ZNF273	0.019595700397483463
ZNF92	0.02756834247084272
GUSB	0.01323335155905535
TPST1	0.025502699443312807
GS1-124K5.12	0.006187500345589052
WBSCR22	0.024087748079284148
MDH2	0.0034697536326696115
FDPSP2	0.012120475454817566
UPK3B	0.04300971444834367
DTX2P1	0.09999870299068973
SPDYE18	0.04056148231684039
PTPN12	0.06886970506952146
APTR	0.0580926740695752
RSBN1L	0.05947587543956068
TMEM60	0.01424876794530653
SEMA3C	0.040270389033254805
HGF	0.05401621517229351
SLC25A40	0.02493536146116755
ADAM22	0.09348300588794485
STEAP4	0.01909186282673652
KPNA2P2	0.06726195886344156
GTPBP10	0.05137680087271901
CDK14	0.009145748643104913
AC002456.2	0.01723272155844431
MTERF1	0.08872659084883852
SAMD9	0.010158541128069328
SAMD9L	0.004419313889774908
HEPACAM2	0.04044375359121523
BET1	0.07070154402903094
SDHAF3	0.0006156128158532092
AC004967.7	0.012503807124821055
NPTX2	0.07275337255864328
CPSF4	1.6857957969102232e-05
ZNF394	0.013373008923839037
ZKSCAN1	0.007246198405215367
COPS6	0.013912003889134321
AP4M1	0.08265492391477917
TAF6	0.0005400735872805453
STAG3	0.036962489042810236
PILRB	0.09168028580208977
PCOLCE	0.01831448804640199
SRRT	0.014485110664219992
MUC12	0.012898091213334736
TRIM56	0.040344662032761366
PLOD3	0.045293424065632915
FIS1	0.06722996206822109
PRKRIP1	0.04464716904160648
LINC01004	0.03651731494372305
CTB-111H14.1	0.007476101696565478
CCDC71L	0.006610978920073592
PIK3CG	0.01815076496511493
HBP1	0.05190802948423136
CTB-20D2.1	0.08105675758175657
CTB-13F3.1	0.07415576194852733
THAP5	0.022122456742291727
BMT2	0.08741763989452775
CAPZA2	0.03609586429599916
ING3	0.04785846609939043
AC000374.1	0.04059444416961367
SND1-IT1	0.015828351658218363
LRRC4	0.06149123712537002
RP11-274B21.10	0.08521482804770183
RP11-274B21.9	0.09325664834342824
ATP6V1F	0.0383751800739172
KCP	0.06185320829845218
TNPO3	0.019026730399168964
ODCP	0.05852159853177795
MEST	0.04533256797162177
KLF14	0.08265492391477917
AC016831.6	0.018361043221553127
LINC00513	0.008238556515890028
RP11-138A9.1	0.09941799417180776
AC011625.1	0.08930194927643056
CHCHD3	0.09656979347610702
RP11-371A22.1	0.0646469150251593
TMEM140	0.0839755069942702
RP11-383F6.1	0.07836408253538243
TTC26	0.0006273989181139674
RP11-365F18.6	0.004011255044274147
RP11-365F18.1	0.09852433154170541
UBN2	0.010241631420870598
SLC37A3	0.013687040303895302
ADCK2	0.03727778759715717
MGAM	0.015279662098465126
TAS2R38	0.038237660287404135
MGAM2	0.004776172258660601
PRSS58	0.03697230629374762
TRBV7-5	0.04883726446468869
TRBV24-1	0.014425261924502837
TRBJ2-5	0.04830010100364319
TRPV5	0.09860492797119978
C7orf34	0.0326425063659209
OR9A2	0.08511370340116611
TAS2R39	0.04437977794940145
RP11-556I13.2	0.013362587252210822
TAS2R40	0.008044020253232446
OR2R1P	0.08055590500134975
TCAF2	0.005172817327434323
RP11-61L23.2	0.06940964390342223
OR2A13P	0.03003229509175955
RN7SL569P	0.05767127605794972
ZNF425	0.058211966780291724
ZNF777	0.038818430219419595
ZNF767P	0.02068746802550978
RP4-751H13.7	0.04744943643555883
ABCB8	0.02853077046222628
SLC4A2	0.0019464757131236253
RP11-148K1.12	0.09056579274639077
FASTK	0.0011768592023828901
TMUB1	0.00033929555826617296
AGAP3	0.09276308326101965
RBM33	0.02423385230089409
AC005481.5	0.05053430594244061
VIPR2	0.014910559765972727
FBXO25	0.08599636348161176
RP11-378A12.1	0.05397182306516685
RPL10P19	0.07850891377750999
PPP1R3B	0.019139263577200968
AF131215.2	0.046292880182411324
RP11-297N6.4	0.06886970506952146
OR7E10P	0.044378486248139545
ZDHHC2	0.07794141598627069
LZTS1-AS1	0.05025762236204983
DOK2	0.010241631420870598
FAM160B2	0.09510118049639772
REEP4	0.0632232746430733
BMP1	0.006724622064862349
POLR3D	0.08872659084883852
SORBS3	0.0755000658451958
CCAR2	0.004662971497433779
RP11-875O11.1	0.09276308326101965
TNFRSF10B	0.01206245353256875
TNFRSF10C	0.04571715456558715
CTC-756D1.1	0.006610978920073592
ADAMDEC1	0.07791355190975041
RP11-395I14.2	0.013649201121084021
SDAD1P1	0.0390867550407793
INTS9	0.048647462151894395
DUSP4	0.04297671873750132
RP11-489E7.1	0.07467232151611826
RP11-51J9.5	0.03823005733530803
ZNF703	0.031792331943875485
ERLIN2	0.05496961453586352
RAB11FIP1	0.0318709012082786
EIF4EBP1	0.09554500699077698
PLEKHA2	0.09168028580208977
ADAM9	0.07918008686195027
ADAM32	0.09284933570897974
IDO1	0.01224518445782613
GOLGA7	0.005616629724942778
THAP1	0.02263483878523275
RP11-726G23.11	0.09767886235530808
SPIDR	0.043528322679262314
RP11-697N18.4	0.038726755505627146
CEBPD	0.06892720228309988
PRKDC	0.08126768311468789
PCMTD1	0.024755366835713576
RB1CC1	0.025876522471856806
LYPLA1	0.06221786309551083
TMEM68	0.04244148150458823
LYN	0.0503175366843494
PLAG1	0.0030661285271965134
RP11-33E15.1	0.09970402525109022
UBXN2B	0.02512093609358903
CYP7A1	0.04044375359121523
SDCBP	0.01795502908413769
NSMAF	0.006662307620284928
RAB2A	0.07192563408095312
CHD7	0.003724995871078022
ASPH	0.006066630356273228
RN7SKP97	0.018361043221553127
GGH	0.08519432517803842
AC084082.3	0.07495850179717277
VCPIP1	0.017124052024494067
SGK3	0.07275337255864328
ARFGEF1	0.016570379886985093
