	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
GPANK1	1077.0407674690402	-0.0986262282850753	0.04465840868869469	-2.208458186958252	0.027212349482361987	0.09921350871741597
CSNK2B	4772.728177107586	-0.16349557403888487	0.03761485108419489	-4.346569754401682	1.3828308851805791e-05	0.0006835994419349211
LY6G5B	1568.0025055377534	-0.23052611011943214	0.052609107033079014	-4.381867002123498	1.1766663274935088e-05	0.000610470254916045
LY6G6D	6.812106857071196	0.28093842075321984	0.12234186654258436	2.2963391739280983	0.021656495896186692	0.0851180497964197
VARS	1483.3330413863612	-0.14604218895114401	0.056019837018865655	-2.6069727568461465	0.009134662775897756	0.04851164214860113
C6orf48	1970.9476979463918	-0.14945799756117556	0.05439615708117556	-2.7475837555608735	0.006003617289227683	0.03722634973763292
SLC44A4	10.550753028892263	-0.3726062532641755	0.11407214172759918	-3.2664088498833306	0.0010892086658688942	0.012090812512479716
EHMT2	1170.0419486029425	-0.12972577426658824	0.045758868675603255	-2.8349864850516435	0.004582762433380835	0.031121336354332823
NELFE	2073.2228632646134	-0.12259036257187443	0.034434594013183065	-3.560093158785072	0.00037072325485013085	0.005940777957084949
SKIV2L	3265.0220369302688	-0.09550707378968998	0.034055783626131375	-2.804430367487018	0.005040557400246498	0.033214849570750715
DXO	416.4768685501992	-0.08839682398961048	0.038111949301742956	-2.319399180811984	0.02037340203272608	0.08189490241336711
C4A	34.08601505206299	0.1921639152721094	0.06949276491278407	2.765236287738473	0.005688157657511888	0.0360541917675634
CYP21A2	14.561569454958743	0.33372984572580716	0.12235949751264343	2.7274535488454648	0.00638252432693974	0.03864964071882834
ATF6B	3941.7652557529896	-0.058261018002894065	0.0243885474477802	-2.388867894967516	0.016900378099056944	0.07274749015164642
PPT2	285.0663659751797	-0.22956885050731154	0.0800731732559657	-2.8669882954864407	0.004143983381963515	0.02907607734679484
RNF5	1179.0931891607604	-0.20069473705097077	0.0411713075274508	-4.874626265322235	1.090146411478725e-06	0.0001080059164600727
HLA-DRA	24797.43045786574	-0.3026438796830429	0.07586369968191273	-3.989310842365873	6.626553804090307e-05	0.0019279244120485111
HLA-DRB9	8.138169184671336	-0.266697938390477	0.11795772169363644	-2.2609621020246	0.02376160394680343	0.09058850669612413
HLA-DRB5	3951.1088238609827	-0.4693056106972288	0.1048131990479375	-4.4775430476326425	7.55070053844892e-06	0.00044188254106996297
HLA-DRB6	1600.0555198738546	-0.3085864560708755	0.10296781000883726	-2.996921620887061	0.0027272082219299714	0.021948441203461996
HLA-DRB1	14425.674868037358	-0.34517188516143993	0.08615364362072674	-4.006468799868598	6.163326235404306e-05	0.0018443099684904035
HLA-DQA1	2572.310482529155	-0.32802884742498345	0.10461363992896638	-3.1356221583315333	0.001714899907078028	0.016274509173808457
HLA-DQB1	4126.452519786524	-0.39012766211391947	0.10426341094020021	-3.7417504241989104	0.00018274295291491346	0.0037601278657593902
HLA-DQB1-AS1	76.96295384283351	-0.36016545684760476	0.13219226828018504	-2.7245576578217454	0.0064387686854386365	0.03881304718561432
HLA-DQA2	586.5889192836113	-0.4811250418115873	0.15841937995490085	-3.0370339913497633	0.0023891851208691275	0.020093896840786246
HLA-DQB2	378.42440213005756	-0.5026012482107948	0.1372990807520825	-3.660630832032512	0.000251595043757278	0.0045997969829958095
PSMB8-AS1	1172.7189677702013	0.22404159366675602	0.06243820152041276	3.5882134368253817	0.000332951678011022	0.005486464607225102
TAP1	7924.556032331359	0.1746446112577083	0.05253803779620857	3.324155575340342	0.0008868670632101965	0.010556193852577198
HLA-DMB	1935.0356325015418	-0.20360088458250145	0.06473514679478481	-3.1451366786566695	0.001660092519560323	0.01588062062882285
HLA-DMA	2984.547488262481	-0.28783998369719693	0.06682945097673652	-4.307082872750139	1.654216461366178e-05	0.0007581137514019239
BRD2	9744.946554086808	-0.059610749419646274	0.022950780875444977	-2.5973299010241417	0.009395164069835187	0.0494587364707139
HLA-DOA	820.6736777189683	-0.21431028784473055	0.08253898514819463	-2.596473502308601	0.009418617005039898	0.04952768593851508
HLA-DPA1	11127.851247488308	-0.3610342348379903	0.08896120476771038	-4.058333469973783	4.942415886439694e-05	0.0016077665411515065
HLA-DPB1	6831.395906169976	-0.3236183335483371	0.08850279253604044	-3.6565889535807807	0.0002555937414464696	0.004660348742610758
HLA-DPB2	16.431375824557694	-0.3409108281446075	0.13071433595247473	-2.608059977970253	0.009105699797070113	0.048435338445600086
HSD17B8	167.40139582454026	-0.16458183057625	0.07466304028666985	-2.2043280041146947	0.02750128487485331	0.09996166523928642
RING1	1006.7482289386649	-0.19364596135472648	0.03692550310229415	-5.244233526575713	1.5693333225253314e-07	2.3945392787205473e-05
VPS52	928.1874329213542	-0.09446154585318457	0.02765460245527073	-3.4157622047168865	0.0006360376276208287	0.008469977933464878
WDR46	1027.1429322836095	-0.1717733876260317	0.0451020451189646	-3.808549860055105	0.00013978416244602606	0.0031696357518744196
DAXX	2820.595658020896	-0.06490820473199665	0.025733991154431656	-2.5222750852161853	0.011659848718269954	0.056839977102109376
PHF1	3802.1845200256134	-0.2581313624182415	0.07439987321408834	-3.469513471823522	0.0005214019182433168	0.0074192572120951586
CUTA	2466.1595654658345	-0.232583290137201	0.055609399981327134	-4.18244559760219	2.883900391951211e-05	0.0011251452558597888
SYNGAP1	741.3922630134344	-0.1695198552597133	0.06678293348164298	-2.5383709043914675	0.01113698828270315	0.055265422212432344
BAK1	1308.3856501833134	-0.15912272739433425	0.04613664867139096	-3.448944211958014	0.0005627829609210621	0.00783707214412474
HMGA1	4253.901110935564	-0.20759509719366795	0.06394660802387203	-3.2463816863620076	0.0011688201916335605	0.012616600233107832
C6orf1	682.0022967326406	-0.09178915205162776	0.0356440908260771	-2.5751576186781318	0.010019441593335133	0.05131578870100021
PACSIN1	50.99437328589164	-0.5544736226942034	0.09354111908007155	-5.927592358816789	3.074084576484579e-09	8.534874120083988e-07
C6orf106	3939.635177809814	-0.1537616442761168	0.038083160083132055	-4.037523250183787	5.4018492512625596e-05	0.0016860124780705378
SNRPC	890.2497944145638	-0.09482259647326981	0.03762604592630804	-2.520131843217947	0.011731088481342244	0.05701735504926175
ANKS1A	1764.7438865386498	0.23590314019734626	0.07676337092541677	3.0731211690345073	0.0021183245612576914	0.01867330677777287
ZNF76	1119.6571229257113	-0.14068848703065445	0.05029172238041691	-2.7974481757943757	0.005150802965917042	0.03364862446435054
PPARD	1536.2621136063185	-0.16681719477015766	0.044483928011347956	-3.750055407148447	0.00017679550181791138	0.003693216270259204
RPL10A	12521.998038474692	-0.13826401371361074	0.05235691089807794	-2.640797773244611	0.008271107292290502	0.045441608103548164
FKBP5	27728.785678894437	0.29135807340527353	0.1090726880579653	2.6712285045220026	0.007557418067340433	0.04284151737746617
RP3-340B19.5	2.4765163943122444	0.5892867911667992	0.16655514174284666	3.5380882571408714	0.0004030353192443751	0.006254950591030624
RP3-510O8.4	13.996961176521463	0.40725721467986686	0.1255521646458483	3.2437291370374934	0.0011797587673126088	0.01270022546759385
SRPK1	8385.109122107298	0.24161211136893684	0.05874596941466042	4.112828740019754	3.9084033318852947e-05	0.0013887045588604936
SLC26A8	1602.8046650518645	0.25424200511396544	0.0836175731124569	3.040533175628483	0.0023615967270159835	0.01998151844470611
MAPK14	15963.986853776389	0.23533095099018503	0.08086770902434383	2.910073177902724	0.0036134414079704515	0.02651348213641178
MAPK13	4426.828002231145	0.1550358008409547	0.04929841836529669	3.1448433029261476	0.0016617581135366973	0.015890187615905375
STK38	7559.956563755194	0.1049092244021609	0.041511367957597946	2.5272408394086434	0.011496263633378022	0.056375892915032914
CDKN1A	3344.2521459012914	-0.4127113314293998	0.09548383276278156	-4.322316349142927	1.5439958984311624e-05	0.0007285768787913215
CPNE5	1549.452595779075	0.23668609970305365	0.10372754949961396	2.281805565106255	0.022500822086689132	0.08723041548366234
C6orf89	3002.2762278340265	0.17465039752008668	0.04671014657424484	3.7390248228504994	0.00018473548700822617	0.003782361547892215
MTCH1	6422.432070734536	-0.07376287071105796	0.026040590997440036	-2.8326112382898425	0.004616949893600971	0.03127503931588668
RP11-61I13.3	144.23811412012256	0.38049855655043885	0.15193126671948157	2.504412454172272	0.012265495554678978	0.05872533333849407
LRFN2	18.700622807409346	-0.5747648784023138	0.16336627388438624	-3.5182590918923267	0.0004343880251925389	0.0065644828338748415
ADCY10P1	478.14323584347875	0.29212476028659556	0.06070296572600379	4.812363890179024	1.4915545267101224e-06	0.00013911659154006872
RP1-229K20.5	83.2978788704508	0.19239479052751837	0.0863017472485251	2.229326713090463	0.02579217451060708	0.09591025553492684
FOXP4	623.6867019383817	-0.2674607667739668	0.06700155419227788	-3.991859144138964	6.55573100128215e-05	0.0019188824569732433
PGC	108.66993988781525	-0.7299001413243128	0.22290008122043456	-3.2745620249572105	0.001058259046068941	0.011868506924841758
RP11-298J23.10	14.347272729914378	0.16383534740422165	0.0698980081365769	2.3439201169237367	0.01908225793630961	0.07842118291656877
TOMM6	1359.6177949166722	-0.1470896587735093	0.04525049548532831	-3.250564600363339	0.001151760983199556	0.012494592001751839
UBR2	4983.789059825671	0.17635585659275285	0.04338800160477181	4.064622708351639	4.811022273785627e-05	0.0015832591153800816
GLTSCR1L	1421.8961365030038	0.10848282610188839	0.03840981362132451	2.824351796428933	0.004737635273237787	0.03174466948257597
C6orf226	161.65492847089698	-0.16229088901495922	0.04528762080687958	-3.583559615706415	0.00033894335996429716	0.005565990788079452
PTCRA	284.4412509411546	0.2808819087083976	0.09756229276591609	2.879000695302696	0.003989374545846789	0.02833262820677685
PPP2R5D	1408.6682405583883	-0.11525778656076677	0.029951864130869026	-3.8481006076005686	0.00011903716960500011	0.0028690169333066918
RRP36	886.0215219970453	-0.05931801441493798	0.02562198499503148	-2.315121737306485	0.02060627072898834	0.08252531469239427
CUL7	595.4766092184906	-0.11137322524576453	0.033967622654619174	-3.2788054194490157	0.0010424748899384314	0.011786877530259183
MRPL2	404.6209941238706	-0.12676090999197406	0.04119669633175835	-3.076967846430313	0.002091178565786054	0.018541058527765913
CUL9	1399.6027258731697	-0.11080083771615139	0.03305182989434498	-3.35233595447945	0.000801327148391719	0.009847291982578011
TTBK1	3.645711266361655	-0.3708132714813361	0.1313654160751816	-2.822761747803671	0.004761193918036539	0.031824705084095684
ABCC10	783.592612927382	-0.13475120973367796	0.03738123196952474	-3.604782470613453	0.00031241449200322674	0.005282956577860701
DLK2	32.39647416040683	-0.14926896226317904	0.05827893946493081	-2.5612848077477666	0.010428582484543984	0.052788480810569575
TJAP1	975.62525536919	-0.10695912899754008	0.03293216268464881	-3.2478622804629413	0.0011627553548109796	0.012568179994034295
RP3-337H4.6	11.473729415698843	-0.21999679996262625	0.08073061672298636	-2.725072703426862	0.006428732919716787	0.03878192418496152
C6orf223	16.29511722844503	-0.49734948432778103	0.16497268074707072	-3.0147384529096466	0.002572009445647011	0.021103735234953156
SLC29A1	841.70692308583	-0.2838362975318947	0.0891419932556793	-3.1840918871736283	0.0014520890993639515	0.014511482471623764
NFKBIE	981.8154495932374	-0.22814420068288532	0.06102486514501662	-3.738544938046715	0.00018508841143399988	0.003782361547892215
TDRD6	12.160034179642626	-0.28785749055854315	0.10809658962722214	-2.662965515852422	0.0077455351282947026	0.04349200314358874
PLA2G7	181.73386330258523	-0.3353220533986777	0.0975792946563025	-3.436405792640352	0.0005894873223411086	0.008066010771082321
MUT	354.3992682246248	0.11419060541750399	0.04581803718908751	2.4922631440157104	0.01269319583697796	0.06010979944106146
CENPQ	32.8793654650457	0.20420543149795373	0.08173234830493564	2.4984652433585124	0.012473237332515368	0.05939908654473511
RP3-442L6.4	3.4423217150790744	0.6032557565154953	0.2279980710890086	2.64588096572093	0.008147848226590494	0.0450025843410366
PAQR8	269.56059755024233	0.1556506612730936	0.056128963319846806	2.7730898998816285	0.005552677862490184	0.035449542599646555
TRAM2	413.53086495449986	0.11473502287948235	0.0418772290242595	2.739795004416751	0.006147751552847841	0.0376867429595245
ELOVL5	4329.622808374718	0.16981220002684713	0.04419669573392837	3.842192209325907	0.00012194028171017673	0.0028973329404593444
LGSN	9.761768441813667	0.5818063416821904	0.16600249383649385	3.504804826939814	0.0004569421324047975	0.006819004559643344
PHF3	2150.111132155728	0.08943150346268765	0.03740339019639007	2.3909999332445264	0.016802555930710755	0.07253564056365588
EYS	22.29307577147583	0.35377935120177095	0.09315113422273852	3.797907069556778	0.0001459230086405143	0.00324716092945905
RP11-59D5__B.2	109.7300395733367	0.3920667506049692	0.11661592346629485	3.362034437074857	0.0007737047384121042	0.009621743770346776
LMBRD1	1951.4682119649847	0.1530947863769002	0.0624897384702727	2.4499188206673272	0.014288842557231656	0.06507999080038221
OOEP	2.8843560497096856	-0.4424201423567333	0.152702052139676	-2.8972769924012103	0.003764172476391263	0.027326587479110424
DDX43	17.58329795564219	-0.5067388193004142	0.0844710465710524	-5.998964614155378	1.9857962160108843e-09	5.644625744010939e-07
MB21D1	676.7540102474668	0.14438618623229976	0.05873184607086629	2.4583968645916956	0.013955885553127493	0.0640602912648815
EEF1A1	134718.4461870957	-0.10874100542801686	0.04620633988820096	-2.353378469082864	0.01860368808164365	0.07725221918702703
TMEM30A	3234.4780500585002	0.1574769329697333	0.06379320207366507	2.468553511201509	0.013566036725902448	0.06295748472388196
SENP6	1327.9359076347112	0.11445683393286521	0.05073565719676013	2.255944640452478	0.0240740983488436	0.09140042077839697
LCA5	4.909057192913734	0.3442256077519239	0.12720257589667985	2.706121360557358	0.0068074163150978985	0.040183109853051305
RWDD2A	47.21619811872291	0.10919102169600521	0.046767018883202977	2.3347868712500444	0.019554557386688525	0.07967647896279213
ME1	113.71691547971741	0.2073663227418666	0.0850022775551049	2.4395384301019	0.014706038395544197	0.06635224466561013
PRSS35	2.0164197242662767	-0.46024786683328245	0.20458521292509702	-2.249663405545292	0.024470320184265835	0.09240516132211218
SNAP91	5.649050210055346	-0.5565367670296509	0.19458062603176496	-2.86018592076478	0.004233927091070714	0.029506844534587857
CYB5R4	3958.4694113202713	0.19228610140719102	0.07173723428950651	2.6804225631447016	0.007352927478863323	0.04217291602517885
CEP162	182.51572402185462	0.14719831317493856	0.05317023975966723	2.7684342564615854	0.005632634849854731	0.03581635747269811
NT5E	120.2857844594516	0.18662901908077842	0.07653587459002369	2.438451511536071	0.01475033741864855	0.06647134294813827
C6orf163	38.42839976157994	0.18955429941643656	0.08209410445133546	2.308987967933829	0.02094424892502323	0.0833754304072657
ORC3	290.5962960319267	0.07946713647218151	0.03139852840494156	2.530919138862407	0.011376407190996517	0.05599556266737247
CNR1	56.15323917573732	0.47070550397784366	0.11861269800501355	3.968424223500487	7.234945535468746e-05	0.0020395371257424704
RP4-570O12.3	9.036279166801929	0.5964928191555467	0.15487990730389137	3.8513247427580284	0.00011748059005538326	0.0028437001205622835
RN7SL336P	3.72960025648324	0.4335437274252969	0.1390241141867627	3.118478617622274	0.0018178733197229137	0.016882676489702066
PM20D2	193.55800479726636	0.167816647666355	0.05557258360078892	3.019774082700245	0.002529632969660729	0.02090690426327076
GABRR2	63.74376048172644	0.35405108980128447	0.11017228464451527	3.213613032929968	0.0013107619473516515	0.01360150500517835
UBE2J1	5657.187805898218	0.25064145072805105	0.06665041975081137	3.7605382181407765	0.00016954816758883061	0.0036048990182711567
MANEA	115.20206420303364	0.15103606053134389	0.06847551913377604	2.205694275004689	0.027405413043022697	0.09976506284925338
UFL1	292.3794115673156	0.13691519449399708	0.061835678271037066	2.214177936140246	0.02681654102554605	0.09841662312741516
COQ3	99.71309932585851	0.22259960884709773	0.07253167421506368	3.0689986306819224	0.0021477757572823043	0.01883306711591244
PNISR	3351.0108939666684	0.14109303129091197	0.04359268191895524	3.2366219530430183	0.001209535319345937	0.01289566887311071
ATG5	391.9731255065588	0.10597281702421651	0.04122079640626713	2.5708580683342794	0.01014468937394324	0.05174720959065104
AIM1	3724.7420823459656	0.14529465137831035	0.04571853454163088	3.178025123399491	0.001482819014546831	0.0147031850541257
SOBP	14.480526435745215	0.23976448014173768	0.0886973596750735	2.7031749425244547	0.006868058793139293	0.04046105102486723
RP1-47M23.3	124.89496336236438	0.22396949843262406	0.0764015899893797	2.9314769295214567	0.003373544224228713	0.02536434011903617
ARMC2	114.05984982856523	0.1707786441770232	0.03804665537208738	4.488663786786199	7.16713087828546e-06	0.0004288962004531878
SESN1	653.9698173240299	0.21726905960712264	0.05024135374689968	4.324506475316263	1.5287371396559212e-05	0.0007256790593153963
RP11-787I22.3	6.627350485450328	0.24394885633457983	0.09967565311719509	2.4474267156068037	0.014388038172820474	0.06536209806933684
CCDC162P	45.033168170774054	0.20942717229276894	0.09026463188871024	2.320146528165954	0.02033295206778501	0.08180116200884628
SMPD2	447.47460080492647	-0.09782113194095993	0.03583074839668273	-2.7300889966902386	0.006331722994166371	0.03848842920868392
CDK19	891.745864227241	0.09898476624253286	0.04050902447219552	2.4435238204877967	0.01454460940434603	0.06589080636974089
TRAF3IP2-AS1	43.29451616124813	0.11399409430432864	0.04908799672937815	2.3222396899343325	0.020220032956471602	0.08152545202662487
TRAF3IP2	344.93855865766125	-0.10540991480880474	0.036820640365985424	-2.8627941763387	0.004199232460017623	0.02933442757397331
C6orf3	48.33546783636339	0.2211517274702813	0.06952061118949975	3.181095846057286	0.0014671907986054738	0.014592547609292336
FYN	4743.476237890004	-0.15876819690391988	0.06600055871969275	-2.405558376834586	0.01614777182152866	0.07068017374567183
LINC01268	18.940535329025124	0.3261312254000093	0.1064555015330442	3.0635450559478774	0.0021873126464049576	0.019019105629355854
HDAC2	1004.2401844988574	0.08334151896388418	0.03356031142246469	2.4833356852611566	0.013015836748281197	0.0611834489489367
DSE	1379.8162599376794	0.17630157421941753	0.07558597594496891	2.332464084974911	0.019676290181403922	0.07999037243445122
FAM26E	13.705263354394681	0.33006750131247065	0.11235098897717924	2.937824618344161	0.003305239433574352	0.024996349697950795
SLC35F1	1.935707705367635	-0.4853643861901697	0.19344130557321781	-2.509104168584401	0.012103778502180156	0.058185418413792905
RP11-632C17__A.1	164.58036805142874	-0.3201086168793018	0.11996991898986752	-2.6682406687824614	0.007624961721446737	0.04302685344940551
MAN1A1	2698.7160563302573	0.19044526457305747	0.06972120584038896	2.7315256854426635	0.006304182674435552	0.038379645516955045
RP3-425C14.4	182.22483908477832	0.12345882662234853	0.05165673778846446	2.3899849643606084	0.016849062566641156	0.0726182431234099
HEY2	17.658685667103676	-0.28581939344231694	0.12110100832697315	-2.3601735228380885	0.01826638863573613	0.0764096989235234
NCOA7	622.1025679894207	0.19037440155862392	0.0456498354718346	4.170319555173044	3.041728188018152e-05	0.0011734248993177706
HINT3	489.63198492124576	0.15657706923890402	0.04980937292119485	3.1435262091460197	0.0016692546664713991	0.01594909710737799
RSPO3	4.564933230475498	0.30853067385277316	0.13933134676594283	2.2143665514915427	0.02680357389635968	0.09838415586831362
RNF146	1932.2812190534116	0.31642018812218176	0.08446045979097724	3.7463706556329255	0.00017941144296540758	0.003714254539302094
PTPRK	32.96398644922951	0.22748812348254985	0.07497100315051755	3.034348133582089	0.002410560856416761	0.020209731577620533
ARHGAP18	438.0427529712458	0.11527570566939925	0.0445132104561161	2.589696507805143	0.009606057919631997	0.05015187076694397
ARG1	10439.219797716425	0.2822530620752061	0.10073387491821702	2.8019676827120903	0.005079196140200701	0.03332672883747517
MED23	765.6975458813264	0.11569935275402211	0.04818628759628818	2.4010845932637173	0.016346557115204278	0.07130192624036034
ENPP3	13.029501890555967	-0.4619224570281331	0.1473091621707805	-3.1357347378882707	0.0017142417889712879	0.016274509173808457
ENPP1	14.389703937514888	-0.2634400301359652	0.10903757085844343	-2.4160482305495665	0.01568998291230273	0.06931169694672568
MOXD1	17.683447473477454	0.24251012473112585	0.08135430196861439	2.9809133489300126	0.0028739009856393522	0.022767131331821767
STX7	3028.4155576975	0.19591205534810519	0.05989084808429075	3.271151797222463	0.0010711040061842292	0.01195640502835944
VNN3	3492.5224766872348	0.20371977226960833	0.06780342602368114	3.004564580533981	0.0026596129021290746	0.021629283809310597
VNN2	71199.82911127327	0.2307695374724723	0.08649180084216324	2.66810882910853	0.007627954544177808	0.04302685344940551
RP1-55C23.7	68.79070350810959	0.23850332501128035	0.10090465531790986	2.363650361421409	0.0180958817555084	0.07591584213049891
RPS12	29450.98876163233	-0.3326087891580138	0.07183009289123694	-4.630493652035789	3.6479496749818783e-06	0.00026474800726304654
SGK1	1603.1038609666796	-0.17905717105898164	0.07512227228020532	-2.383543064180756	0.01714687812787992	0.07331948586307106
MYB	203.5911497512534	0.2417001438784399	0.10342265995822583	2.337013416364138	0.019438486486390315	0.07937963773482838
MTFR2	53.6465791861304	0.25667872098083855	0.06155642572095779	4.169811972910709	3.04851046960189e-05	0.0011734248993177706
MAP3K5	2427.9380099564564	0.2189485861046139	0.06386697211347463	3.4281973743110994	0.0006076035368270736	0.008219688186300304
IL22RA2	2.0437581946175607	-0.8121502458878509	0.3219234486554511	-2.522805497020755	0.011642277580707969	0.05679743538216145
IFNGR1	16298.842986483956	0.19052536172056453	0.0698922505990798	2.7259869311330056	0.0064109536678731574	0.03875732331559549
RP11-356I2.4	189.9937809824138	0.19941031430645373	0.07436902824820169	2.681362376296421	0.007332306731166416	0.04208733261587667
REPS1	775.5854635383577	-0.09795147149569554	0.036506796244942824	-2.683102369172273	0.0072942658852127844	0.04191701240462711
TXLNB	31.97558248880846	0.35867991140587435	0.07725443039299669	4.642839376088256	3.4365351090729027e-06	0.000250389696453341
VTA1	649.7258105630536	0.13518381830300333	0.05221744606309023	2.5888630811179727	0.009629337337711449	0.0502008051555756
LINC01277	4.189342326336578	0.32987139313169356	0.11957963807232481	2.7585916670209265	0.0058051021411142005	0.03649887546888104
AIG1	415.941865241257	0.11296715405412826	0.04918484321403983	2.29678792636431	0.021630870651607653	0.08505933770560538
PLAGL1	599.5029702753083	0.24821091246597182	0.07044531580709354	3.5234551740199316	0.00042595914290117283	0.006478106022325672
SF3B5	1702.5343981047124	-0.1213681246573491	0.037105883330846884	-3.270859329104107	0.001072212304342968	0.011958805200250198
STX11	3549.849995812711	0.14960228934083922	0.06440438747866009	2.3228586622364635	0.020186746456605273	0.08143249622307215
RP3-466P17.3	21.683043833561932	0.43449686038035507	0.10061457315886435	4.31842870012787	1.5714397037182237e-05	0.0007371564991292737
FBXO30	655.0554018897193	0.26647390412525646	0.08481076770264778	3.141981983461484	0.001678083613543193	0.016014229592554285
ADGB	6.544038159480301	0.8157248306046314	0.18476116839201528	4.4150231225745165	1.00999194085109e-05	0.0005518438803593015
STXBP5	1823.437844621364	0.35942792881015395	0.08284709781774754	4.3384492429758605	1.4349161424808451e-05	0.0007005641470866704
YAP1P1	2.3044320283172235	0.5819033121464721	0.23049360232989305	2.524596371718922	0.011583124090220939	0.05668124463264933
ULBP1	5.350527505067769	-0.4139109234438283	0.1777274561339492	-2.3289081633615063	0.019863931381777854	0.08042921648341696
AKAP12	92.89606740449298	-0.6087680339608892	0.10479345818579243	-5.809217908255117	6.276535254688673e-09	1.5610920028770983e-06
CCDC170	60.89753844000371	0.2259348275857235	0.08058155267010494	2.80380335323997	0.005050369755575244	0.03322890015262334
ESR1	46.53784714507624	0.19372395384817262	0.06539668128736749	2.9622902880485125	0.003053597435648642	0.023718525039356744
FBXO5	84.38572027718499	0.2075917238292529	0.07535300842022859	2.7549228382701796	0.005870597862777519	0.036790620779406515
RGS17	19.817303524377614	0.36630790183233763	0.1020761737568116	3.588573986962297	0.00033249163945749273	0.0054826677315791125
RP11-475C16.1	102.60537434116183	-0.18538869416918496	0.07606185292393873	-2.4373412826870293	0.014795707864610715	0.0665707024920995
IPCEF1	1040.0226335283194	0.09937525204702037	0.040549637960218925	2.450706271274533	0.01425762459511908	0.0649674241331409
TIAM2	141.7342941768358	0.3479919754602068	0.11597858544705882	3.0004847370642924	0.0026955026235918394	0.021817124116441475
RP11-477D19.2	31.789543787129148	0.18506795719422156	0.06793750367119047	2.7240912190404982	0.006447869497658056	0.03881938760364315
TMEM242	220.39214922576573	-0.09444706105035272	0.03749744566279292	-2.5187598616635483	0.011776894556558226	0.057142229491351504
TULP4	247.05587463332733	-0.1606481178661662	0.05751511638702856	-2.793146010261701	0.005219812506891221	0.03399712581206811
DYNLT1	3460.132002483351	0.17496507702212596	0.059996850082644125	2.9162377154986645	0.0035428045849458314	0.026156940344697472
EZR	7761.96360951501	-0.3453355444563361	0.08015398394190264	-4.3084014976303955	1.6443868101352665e-05	0.0007579734336988369
SOD2	49992.01536177282	0.1738012415529889	0.06770949414540067	2.5668666373398796	0.01026220726202178	0.05215639054816817
HNRNPH1P1	8.741548306952057	0.3854454513491438	0.11758577188054276	3.2779939714196367	0.001045476284322943	0.011786877530259183
IGF2R	14989.130204921254	0.12849612610664884	0.05227103842314828	2.458266183013962	0.013960965370803536	0.0640602912648815
PLG	11.156925596343616	-0.5609967869866175	0.21902016683947262	-2.5613932957954106	0.01042532609269393	0.05278318725938357
AGPAT4	837.4345805916579	-0.1109351657017088	0.047807290113096666	-2.320465465398099	0.02031571102024495	0.08175935142935929
PACRG	2.3354768162374815	-0.3842644055297556	0.16178463517623634	-2.3751600707395117	0.017541341266444896	0.07432734790042675
RP1-167A14.2	9.523783706693889	0.24205668910248732	0.09414113154077244	2.571210746470078	0.010134363471292795	0.051731394647644785
FGFR1OP	403.5128005812115	0.12360007348062066	0.04260033174118795	2.9013875814755323	0.0037151405506927995	0.02707765901370329
DACT2	2.3815230511615972	-0.6020835335988795	0.20958841863319716	-2.8726946723740117	0.004069872455712029	0.028665588384966408
DLL1	42.15327773000204	-0.3546203644990494	0.11764936028249288	-3.0142141329757792	0.0025764588807209955	0.02112651657191502
RP11-482G13.1	427.637351945072	0.24466064050179537	0.07728603920128653	3.1656511710296398	0.0015473623432675672	0.015141955192704795
AC093627.7	4.1205350927387485	0.4785336986330519	0.20289306741731936	2.3585512542367097	0.01834642607593906	0.07655390794939203
AC093627.9	9.688980838301708	0.29152419894868525	0.09725077542465817	2.9976542364388035	0.0027206615131926013	0.021943927231450073
AC093627.12	1.9662489782731096	-0.772088105224876	0.24800386277126138	-3.113209998414369	0.001850642860233056	0.01709392633415268
INTS1	4732.617876027417	-0.12329346213803695	0.03534064541417979	-3.4887156330361666	0.0004853471790010947	0.007091490665260517
PSMG3	372.31163572047296	-0.09403728860401211	0.03502471975747629	-2.6848833982158884	0.007255511374361788	0.041825167814011695
PSMG3-AS1	109.94304024690946	0.14482993846281303	0.05973289728041108	2.4246260445549965	0.015324162698595762	0.06812419153870247
ELFN1	3.529938628004234	-0.4367916050248593	0.16086283795211126	-2.715304607238695	0.006621483648173073	0.039391818919588414
MAD1L1	1274.8283384021427	-0.2507374446201427	0.0580066544527473	-4.3225634538946816	1.542267063260272e-05	0.0007285768787913215
NUDT1	416.8313271145124	-0.22701977117888886	0.05900088335617096	-3.847735123022436	0.00011921484391203055	0.0028690169333066918
SNX8	501.1766572821981	-0.12070965144004568	0.04338466845720654	-2.7823112572384967	0.005397324898766672	0.03474573378480772
EIF3B	2659.7041715120763	-0.14388756318329246	0.04289167032613361	-3.3546738117033117	0.0007945861802705267	0.00979975941442116
CHST12	1314.694073650147	-0.27351117258410346	0.07926116035010211	-3.45075912812764	0.0005590122391701716	0.007803646407346536
LFNG	2346.916486474731	-0.18366098097336958	0.05939343693196861	-3.0922773703724458	0.0019862716043272887	0.017889931005855404
AMZ1	7.737375757319527	-0.3707619187504303	0.11232291143158253	-3.3008574477368904	0.0009638984348351263	0.011200450510933914
GNA12	1978.026507817057	-0.23399312871464756	0.0673581821140402	-3.4738634768748278	0.000513021991140654	0.007352365070649372
CARD11	2996.9557336793887	-0.33561547859871743	0.09720380429960987	-3.452699007173163	0.0005550079163488065	0.007767833539660289
